;post_message;post_message_en
3131;Real Decreto 1506/2012  de 2 de noviembre  por el que se regula la cartera común suplementaria de prestación ortoprotésica del Sistema Nacional de Salud y se fijan las bases para el establecimiento de los importes máximos de financiación en prestación ortoprotésica.;Royal Decree 1506/2012 of 2 November on the supplementary common portfolio orthoprosthetic provision of the national health system is regulated and the basis for the establishment of maximum amounts of funding are set orthoprosthetic provision.
3132;;
3133;Nuestra entrada de hoy;Our entry today
3134;Estamos felices porque Marce nos da excelentes noticias sobre Liliana Vega:  Solo pasaba a informarles que la recuperación de Lili va de lo mejor.... esta super juiciosa  ya autorizaron pasarle alimentos orales  la estan desconectando del ventilador 3 horas en la mañana y 3 horas en la tarde  pregunta por todos y obvio extraña el face... se que pronto estara por este medio compartiendo con todos uds.... Dios gracias por tantas bendiciones para con nosotros... :) ;We are happy because Marce gives us great news about Liliana Vega: Just going to inform you that the recovery of Lili far the best .... this super-wise and pass oral authorized foods are disconnecting the fan 3 hours in the morning and 3 hours in the afternoon and obvious question all strange the face ... I know it will soon be hereby sharing with all of you .... Thank God for our many blessings to us ... :) 
3135;Esta marcha termina  tod@s iguales;This march ends tod @ s equal
3136;SIMA participando en la V Marcha Cívica;SIMA participating in the march Civic V
3137;Acá va otra más animada para ser viernes AMOR                                                  Amor  si digo tu nombre se me hace dulce la boca  Mi corazón se estremece todo mi cuerpo emociona.  Qué fuerza tiene tu nombre Cuánta magia la memoria  vuela el recuerdo en mi mente desde el confín de mi historia.  Tu nombre en cada instante por sobre todas las cosas erizándome la piel creciéndome  mariposas.  Todo mío tu nombre sólo tuyo mi amor presente en todas mis horas más fuerte que el peor dolor.   Dulce caricia tu nombre motivo de toda espera acompañando mis días mitigándome las penas.  Cuando pronuncio tu nombre  todo mi ser se alboroza. Vos  entre todos  mi hombre Yo  sólo tuya  tu esposa.;Here's another livelier for a Friday LOVE Love if I say your name makes me sweet mouth My heart thrills my whole body shudders.  How strong is your name much memory magic fly the memory in my mind from the confines of my story.  Your name in every moment above all things skin erizándome creciéndome butterflies.  All mine your name only yours my love present in all my stronger than the worst pain hours.   Sweet caress your name reason for waiting all my days mitigándome accompanying penalties.  When I pronounce your name my whole being exults. You among all yours my man I only your wife.
3138;Esta otra la escribí el 27 de octubre de 2010 al enterarme  vaya novedad  que un niño había muerto por inanición en el norte  aunque pasa en los cuatro puntos cardinales. Niño muerto  Hoy ha muerto otro niño a la vista de todos no pudo escapar a su destino. Hoy ha muerto otro niño El hambre sin piedad  no logró cambiar el cruel desatino. Hoy ha muerto otro niño Y a cuántos más aún  nadie ayudará  y serán omitidos.. Hoy ha muerto otro niño Ya está hecha la lista de los que seguirán ese camino. Hoy ha muerto otro niño  que la peor miseria  de los dirigentes ya dio por  perdido. Hoy ha muerto otro niño sólo un número más  o un número menos en los planes asesinos. Hoy ha muerto otro niño porque un funcionario sólo pudo anotar su nombre en un subsidio. Hoy ha muerto otro niño nada cambiará a otros como a él les espera ese sino. Hoy ha muerto otro niño la noticia llevará  su atención por otros sitios. Hoy  niños pobres morirán nada será distinto otros poderosos hombres morirán por  egoísmo. Todo seguirá igual nadie se acordará de los niños perdidos  muertos  pervertidos. Otra vez la falsedad se verá en los rostros de los que causaron su cruel genocidio. La avaricia total el poder desmedido a ricos y pobres los cubrirá el olvido;This one I wrote on October 27, 2010 the novelty will learn that a child had died of starvation in the north although passes in the four cardinal points. Dead Child Today has died another child in the sight of all could not escape his fate. Today another child has died Hunger mercilessly failed to change the cruel folly. Today another child has died and how many more help and nobody will be omitted .. another child is already made the list of those who follow that path has now dead. another child that the worst misery of the leaders and went missing has now dead.Today another child died just a number or a number less on plans murderers. Today another child has died because an officer could only write their name on a subsidy. another child nothing will change others as he expects them that fate has now dead. the news another child take their attention by other sites has now died. Today poor children die nothing will be different other powerful men die of selfishness. Nothing will change no one will remember the lost children perverts dead. Falsehood again it is seen in the faces of those who caused their cruel genocide. The excessive greed total power between rich and poor will cover oblivion
3139;Esta poesía la escribi después de pasar la noche en un sanatorio de capital .    Aunque considerando lo afortunados que somos los que tenemos seis minutos para que se nos  revise  cuando hay tantos millones a los que nunca nadie asistirá.          GUARDIA  Otra noche negra  intenso el dolor Las horas en vela  cansancio  estupor Espera sin tregua  amargo sabor Llanto de pequeños  injusto aguijón Voces sin respuesta  absurdo clamor Madres que consuelan  imploran a Dios Sufrir por sus hijos la cruel situación. La muerte pasea por alrededor La ingrata noticia  golpe arrollador. Miradas piadosas  mutua compasión En tiempos modernos sufrir sin razón No hallamos consuelo  sólo indefensión Vayas donde vayas   la misma atención Guardias colapsadas  personal exhausto Tras largas jornadas  sin ningún descanso. Algunos ingenuos tiran su dinero Creyendo que un plan los podrá salvar Con más cobertura en la adversidad Más llegada la hora van a comprobar La justicia injusta  pagar por pagar No hay diferencias y eso no está mal Jóvenes y viejos todos por igual A ricos y pobres nadie atenderá.;This poem I wrote after spending the night in a sanatorium capital.    Although considering how lucky we are that we have six minutes to check when we are there so many millions who never anyone attending.          Another GUARDIA intense pain black night sleepless hours without tiredness stupor Wait bitter taste truce Crying little unfair sting Mothers Voices without absurd clamor consoling they implore God for their children suffer the cruel situation response. Death wanders around the thankless news runaway hit. pious looks mutual compassion In modern times suffer without reason not only find comfort helplessness Wherever you go the same attention Guards personnel collapsed exhausted after long hours without rest. Some naive throw their money believing that a plan's can save With more coverage in adversity More arrival time will check Unjust justice pay payable There is no difference and that's not bad Young and old all equally rich and poor one service.
3140;El equipo SIMA os desea un tranquilo fin de semana y para relajaros os dejamos las imágenes de la cena solidaria y entrega de premios SIMart.;The SIMA team wishes you a quiet weekend and to relax we leave the images of the charity dinner and awards ceremony SIMART.
3141;Seis Minutos es el tiempo que tiene un médico de familia para ver a un paciente en el Centro de Salud.  http://www.seisminutos.com/;Six minutes is the time you have a family doctor to see a patient at the health center. http://www.seisminutos.com/
3142;Alerta sanitaria de la Agencia Española del medicamento y productos sanitarios: INMOVILIZACIÓN DE LAS VACUNAS ANTIGRIPALES ESTACIONALES CHIROMAS Y CHIROFLU DE LA COMPAÑÍA NOVARTIS V&D s.r.l.;Health Alert the Spanish Agency of Medicines and Health Products: FREEZING OF SEASONAL influenza vaccines AGRIPPAL CHIROMAS AND COMPANY NOVARTIS V & D srl
3143;Como no pudisteis estar en el acto os dejamos el vídeo de como comenzó el acto del pasado viernes  feliz semana en nombre de todo el equipo.;As ye could not be in the act we leave the video as the event began last Friday happy week on behalf of the entire team.
3144;;
3145;PortalesMedicos.com ha concedido la acreditacion WIS (Web de Interes Sanitario) a la web Mundo Marfan Latino.;PortalesMedicos.com has granted accreditation WIS (Web of Interest Health) to the web World Marfan Latino.
3146;Nuestra entrada de hoy;Our entry today
3147;Esta mañana Santa Pérez  voluntaria de SIMA  nos  ha representado a tod@s en la   celebración de las XIII Jornadas Culturales con la visita del Grup de Nanos i Gegants  organizado por nuestros amig@s y colaborador@s de esta asociación la  Hoguera la Ceramica ¿gracias por vuestra invitacion! y gracias a Santa por su colaboracion.;This morning Holy voluntary Perez de SIMA has represented us tod @ s in the celebration of the XIII Cultural Days with the visit of Grup Nanos i Gegants organized by our friends sy collaborator @ s of this association Bonfire Ceramica Thank your invitation! and thanks to Santa for their collaboration.
3148;;
3149;SIMA acompaña ANÉMONA en la marcha del cáncer en Benidorm;SIMA ANÉMONA accompanies the march of cancer in Benidorm
3150;Otra campeona más que ha superado la gran prueba de fuego  una operación de corazón abierto!! Felicidades a ella y a los grandes cirujanos de Vall d hebron. (Nunca me cansaré de decirlo!!);Yet another champion who has overcome great litmus test of open heart surgery !! Congratulations to her and the great surgeons of Vall d'Hebron. (I'll never tire of saying it!!)
3151;;
3152;Queridos asociad@s  os deseamos un armonioso fin de semana  esta tarde noche  nos juntaremos  5 marfan y 102 colaborador@s  en la  8º cena solidaria de SIMA  ;Dear asociad @ s we wish you a harmonious weekend night we will meet this afternoon in May marfan and 102 collaborator @ s in the 8th charity dinner SIMA  
3153;Deseo que esta noche lo paséis  muy bien en la entrega de premios  y que la cena sea productiva  un abrazo y muchas gracias por vuestro esfuerzo;I wish tonight I come over very well at the awards ceremony and dinner productive a hug and thank you very much for your effort
3154;;
3155;Si no te has apuntado a la cena de SIMA ¡tienes  tiempo!  manda tu reserva a: secretaria@marfan.es. ¡Mira lo bien que nos lo pasamos! Feliz fin de semana;If you have not signed up for dinner SIMA You have time!  send your reservation to: secretaria@marfan.es. Look how well we had! Happy weekend
3156;Si queréis saber mas de la maravillosa gente de Ilustratura  aquí lo tenéis.;If you want to know more about the wonderful people of Ilustratura here it is.
3157;Hoy Vanesa Antón no estara en el despacho  esta de duelo por la perdida de su tío (era como un hermano  50 años). Desde el jueves lucho por su vida ¡no pudo ser! La he acompañado y trasmitido el pesame en nombre de tod@s los asocid@s. Una semana mas a trabajar por la visibilidad del Síndrome de Sindrome Marfan;Anton Vanesa today will not be in the office is mourning the loss of his uncle (he was like a brother 50 years). Since Thursday I fight for life It could not be! I have accompanied and conveyed condolences on behalf of the asocid tod @ s @ s.A week working for visibility Syndrome Marfan Syndrome
3158;A mi familia MARFAFANTÁSTICA  ¿Alguien ha tenido experiencia con quistes en la cabeza?  Si alguien tiene información me la pueden compartir please. Mil gracias;My family MARFAFANTÁSTICA Has anyone had experience with cysts in the head?  If anyone has information they can share me please. Thank you so much!
3159;SIMA esta al lado del Colegio Oficial de Farmaceuticos de la Provincia de Alicante y apoya sus medidas de presion para conseguir el pago de la deuda que la Conselleria mantiene con todadas las farmacias de la Communidad Valenciana;SIMA is next to the College of Pharmacists of the Province of Alicante and supports its measures pressure to obtain payment of the debt that the Department has with todadas pharmacies Valencian Community
3160;;
3161;Nuestra entrada de hoy;Our entry today
3162;Felicidades para todas las Pilares y al resto gracias por estar ahi.;Congratulations to all the rest Pillars and thanks for being there.
3163;Desde FEDER nos informan de;Since we report FEDER
3164;Feliz semana  feliz puente  acueducto o lo que sea  el equipo SIMA no lo hacemos  trabajaremos cada día para que el cena de entrega de premios sea un éxito  recuerda que puedes participar y en especial si eres de la ciudad de Alicante.;Happy Happy week aqueduct bridge or whatever the SIMA team we do not work every day for the awards dinner a success remember that you can participate and especially if you are from the city of Alicante.
3165;Nuestra entrada de hoy;Our entry today
3166;A nuestros/as amigos/as colombianos/as: Marce  hermana de Lili: POR FAVOR  necesitamos donantes de sangre. Cualquier tipo. LABORATORIO CLINICO HIGUERA ESCALANTE  ARDILA LULLE  a nombre de la paciente LILIANA PARRA VEGA quien se encuentra en UCI saludcoop. GRACIAS !!!!!!!!!!!!!!!!!!!!;To our / as friends / as Colombian / as: Marce sister Lili: PLEASE need blood donors. Any kind. CLINICAL LABORATORY HIGUERA ESCALANTE ARDILA LULLE on behalf of the patient VEGA LILIANA PARRA who is in ICU Saludcoop. Thank you!
3167;Acabo de encontrar el folleto de contraindicación de endoprótesis para Marfan espero que la divulguen (y que pueda adjuntarla primero)Muchos saludos y ya tienen tarea  como maestra siempre se me escapa la ciruela. Besos;I just found the brochure stent contraindication for Marfan divulging I hope (and can attach first) Many greetings and already have job as a teacher always eludes me plum. Kisses
3168;"Muy interesante. Si tienen oportunidad compártanlo con sus médicos  muy especialmente con los cirujanos cardiotoráccicos; sería genial tener la opinión de alguno de ellos. Si se paran sobre el video  pueden escoger el idioma de los subtítulos. Vía Gloria Pino";"quite interesting. If you have time I share it with their doctors especially with cardiotoráccicos surgeons; It would be great to have the opinion of any of them. If you stand on the video they can choose the subtitle language. Via Gloria Pino"
3169;Os informo de que se reunió ayer martes 2 de octubre  el jurado designado por la junta directiva de la Asociación de Afectados por el síndrome de Marfan  SIMA  compuesto por el Sr. Mariano Sánchez Soler  Escritor  Periodista y Profesor universitario  Sr. Juan Ramón Roca  I.E.S. Luis Garcia Berlanga  Sr. José Miguel Ramos Campos  Presidente  Musical de L’Harmonía Societat Musical d’Alacant  Sr. José Tomas Moñinos  Director  Musical de L’Harmonía Societat Musical d’Alacant   Sr. Salvador Galvañ  Director de la Dirección de Zona de la ONCE en Alicante  Sr. José Beviá Pastor  Socio fundador de SIMA  Historiador y Profesor universitario   y el Sr. José Azorín  Pintor  Escultor y Profesor universitario. En dicha reunión se otorgaron los premios correspondientes al 1er Certamen Artístico Internacional  “SIMART Niccolò Paganini”. Los premios correspondientes a la sección AUDIOVISUAL: y MUSICAL fueron declarados desiertos  adjudicándose solamente los premios correspondientes a ARTES PLÁSTICAS  que recayó en un trabajo de la pintora argentina  Sra. Gloria Martha  que presentó el óleo titulado “con los colores en las alas” y LITERARIO de la escritora  Mª del Pilar Carmona  con el relato titulado “Ángeles” que viajó hasta Arrecife de Lanzarote. La entrega de los premios tendrá lugar el próximo viernes 26 de octubre  en el acto principal de la celebración del “Día de las personas afectadas por el síndrome de Marfan que celebraremos en el Hotel Mio Cid del Cabo de las Huertas de Alicante.;"I inform that met Tuesday October 2 the jury appointed by the board of the Association of People Affected by SIMA Marfan syndrome composed of Mr. Mariano Sánchez Soler Writer Journalist and University Professor Mr. Juan Ramon Roca IES Luis Garcia Mr. José Miguel Berlanga Ramos Campos President of L'Harmonia Musical Societat Musical d'Alacant Mr. Jose Tomas Moninos Music Director of L'Harmonia Societat Musical d'Alacant Mr. Salvador Galvañ Director, Zone ONCE in Alicante Sr . José Pastor founder of SIMA Beviá historian and university professor Partner and Mr. José Azorín Painter Sculptor and university professor. At that meeting the awards for the 1st International Art Contest ""Niccolò Paganini SIMART"" were awarded. Corresponding to the audiovisual section prizes: and MUSICAL were declared void clinching only the prizes for fine arts was awarded to a work of Argentina painter Ms. Gloria Martha who presented the painting entitled ""the colors in the wings"" and Literary. the writer Maria del Pilar Carmona with the story titled ""Angels"" who traveled to Arrecife de Lanzarote. The awards ceremony will take place on Friday October 26 in the main event of the celebration of the ""Day of people affected by Marfan syndrome will celebrate the Mio Cid Hotel del Cabo de las Huertas of Alicante."
3170;Los autores del capítulo 1: Montse Augé y David Bastos. Para que los conozcáis un poco mejor aquí os dejamos su ficha.;The authors of Chapter 1: Montse Augé and David Bastos. So that you know a little better here we leave the tab.
3171;El equipo SIMA de nuevo juntos  que no revueltos  ¡feliz semana!;The SIMA team back together not scrambled Happy week!
3172;Nuestra entrada de hoy;Our entry today
3173;Entramos en  otoño  así que el equipo SIMA os desea un aplacible fin de semana y sobretodo muy cariñoso;We entered autumn so the SIMA team wishes you all a aplacible weekend and above all very affectionate
3174;RAJOY DIMISSIÓ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;RAJOY DIMISSIÓ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3175;feliz semana y feliz noticia la que os dejamos.   Fundación Universia lanza por sexto año consecutivo la convocatoria de Becas Fundación Universia Capacitas 2012-2013  para impulsar el acceso  el progreso y la movilidad de estudiantes con discapacidad  en el ámbito de la universidad. El programa de Becas Fundación Universia Capacitas cuenta con la colaboración de Banco Santander y Endesa. Fundación Universia entregará un mínimo de 60 becas de ayuda al estudio  con un importe máximo de 5.000 euros por beneficiario  pudiendo además conceder accésits hasta agotar el presupuesto establecido. Podrán solicitar las becas aquellos estudiantes que se encuentren matriculados en enseñanzas oficiales de grado y de posgrado  y las enseñanzas de planes de estudio antiguos impartidas por universidades españolas  que acrediten legalmente una discapacidad igual o superior al 33%. Para mas información: ;Happy week and happy news that we leave.   Universia Foundation launches for the sixth consecutive year the Universia Foundation Scholarship call Capacitas 2012-2013 to boost access progress and mobility of students with disabilities in the field of university. The Universia Foundation Scholarship program Capacitas has the support of Banco Santander and Endesa. Universia Foundation will deliver a minimum of 60 scholarships for study aid with a maximum of 5,000 euros per beneficiary may also award consolation prizes to exhaust the budget. May apply for the scholarship students who are enrolled in official teaching of undergraduate and graduate teaching and study plans taught by former Spanish universities legally prove a disability equal to or greater than 33%. For more information: 
3176;Nuestra entrada de hoy;Our entry today
3177;Ultimo día de la semana y el equipo SIMA da los últimos toques al acto y entrega de los premios “SIMART” y seguimos dando respuesta al  Servicio de  Atención para la Prevención. Feliz fin de semana;"Last day of the week and the SIMA team puts the finishing touches to act and awards ""SIMART"" and we are responding to the Service for the Prevention. Happy weekend"
3178;MAI SABREU COM DE FORTS SOU FINS QUE SER FORTS SIGUI L´ÚNICA ELECCIÓ QUE TINGUEU !!!  MAI SABRÀS COM DE FORT ETS FINS QUE SER FORT SIGUI L´ÚNICA ELECCIÓ QUE TINGUIS !!!;MAI SABREU COM FORTS FORTS SOU FINS TO BE NEXT ELECTION THAT L'ÚNICA TINGUEU !!!  MAI COM FORT know ETS FINS L'ÚNICA BE NEXT ELECTION TO FORT Tinguis !!!
3179;Una semana mas a vuestra disposición para lo que necesitéis  os recordamos que el Servio de Atención para la Prevención  funciona desde nuestra Web y telefónicamente  de lunes a viernes de 10 a 14 h.;A week at your disposal for whatever you need we remind you that Servio Care Prevention works from our website and by phone Monday through Friday from 10 to 14 h.
3180;Nuestra entrada de hoy;Our entry today
3181;El equipo SIMA os desea feliz fin de semana y os recuerda que debeis entrar en esta pagina https://www.facebook.com/groups/433992553309597/ y decir me gusta  es otra manera  de dar difusion al Sindrome de Marfan. Me pongo pesada porque no estais participando  si entrais comprovareis que sois poco Marfan.;The SIMA team wishes you happy weekend and reminds you that you must enter this page https://www.facebook.com/groups/433992553309597/ and say I like is another way to publicize the Marfan syndrome. I wear heavy because illegal? Not participating if ye go comprovareis that are Marfan little.
3182;Miembros del equipo  Paralímpico Español 2012   42 medallas  un ejemplo de esfuerzo  superación y tesón. El equipo SIMA  vamos a inspirarnos en ell@s para coger fuerzas y continuar con éxito el trabajo de la asociación.  ¡Buenos días y productiva  semana!;Spanish Paralympic team members 2012 42 medals overcoming an example of effort and determination. The SIMA team will draw inspiration ell @ s to recharge and successfully continue the work of the association.  Good morning and productive week!
3183;Nuestra entrada de esta semana. volvemos tras las vacaciones con un tema interesante...;Our entry this week. back after the holidays with an interesting topic ...
3184;;
3185;Como ago para unirme co esta pagina porfavor;As co ago to join this page please
3186;RADIO FE LATINA EL EVANGELIO DEL DIA  LA HORA DE LOS CINCELAZOS PADRE MODESTO LULE te esperamosss !!!!!! www.radiofelatina.net ya comenzoo !!!!!!;FE RADIO AMERICA THE GOSPEL OF DAY TIME FOR FATHER MODESTO CINCELAZOS LULE esperamosss you !!!!!! www.radiofelatina.net already comenzoo !!!!!!
3187;Os deseamos un estupendo fin de semana  y os agradecemos que hayáis puesto me gusta a la publicación sobre ilustra  pero no sirve para nada si no picais  en su face  por lo que : Entra enhttp://www.facebook.com/ilustratura# y pon me gusta  tu colaboración es importante.Los fondos que se recauden irán destinados a SIMA;We wish you a great weekend and we thank you that you have made me like the publication illustrated but is useless if not picais in his face so: In athttp: //www.facebook.com/ilustratura# and put I like your help is important.The funds raised will go to SIMA
3188;Vía Fibrilación Auricular;Via Atrial Fibrillation
3189;El equipo SIMA lleva dos horas trabajando en el despacho  organizando nuestro próximo evento  SIMart . Os recordamos que el horario de atención es de 10 a 14h. en el despacho  las tardes el teléfono estará atendido por los directivos de SIMA. Estamos a vuestra disposición para lo que necesitéis.;The SIMA team takes two hours working in the office SIMART organizing our next event. We remind you that the hours are from 10am to 14pm. in the afternoon the telephone office will be manned by managers of SIMA. We are at your disposal for whatever you need.
3190;Pido oración urgente por Brian Mamani  alumno de mi escuela de 15 años  que acaba de tener un paro cardíaco  y tiene un pronóstico poco alentador  para que la mano de Cristo médico lo cure y sane. Amén.;I ask Brian Mamani urgent prayer for my school student of 15 who just had a heart attack and has a little heartening that the hand of Christ doctor cure and heal prognosis. Amen. 
3191;;
3192;Natharantina Rendón was added to Asociación española Síndrome de Marfan by Dolors Cabezas Romero.;Rendon was added to Natharantina Spanish Association of Marfan syndrome by Dolors Romero Cabezas.
3193;¿sabeis algo sobre la nueva targeta sanitaria? se suponia que podias ir al medico en cualquier comunidad autonoma;Do you know anything about the new health Blast? It was supposed you could go to the doctor in any autonomous community
3194;Os informamos que la asociación permanecerá cerrada por vacaciones el mes de agosto  el lunes 3 de septiembre estaremos de nuevo a vuestra disposición.         En nuestra web  www.marfan.es encontrareis un circulo rosa que pone “Haz tu consulta clicando aquí”  este servicio estará atendido todo el mes de agosto por nuestro equipo de voluntarios y voluntarias  no dudes en utilizarlo si le es necesario.         Para cualquier urgencia puede ponerse en contacto en el teléfono 616 826 219  estará atendido por nuestro presidente y la secretaria de la asociación.         Aprovechamos para  informaros que  en el primer semestre del año  hemos atendido ha 890 personas  que realizaron   1.069 consultas  en  la parte inferior le adjuntamos la imagen donde podrá visualizar la procedencia  modo de contacto  tipo de consulta  etc…;"We inform you that the association will be closed for the August holiday on Monday September 3rd we will be back at your disposal.         In our web www.marfan.es you will find a pink circle that says ""Make your query by clicking here"" this service is staffed throughout the month of August by our team of volunteers do not hesitate to use it if necessary.         For any emergency you can contact the phone 616 826 219 will be attended by our president and the secretary of the association.         We take this opportunity to inform you that in the first half of the year we served 890 people has performed 1,069 consultations at the bottom we attach the image where you can view the source contact mode query type etc ..."
3195;Mariela Calderon was added to Asociación española Síndrome de Marfan by Rosa Arias.;Mariela Calderon was added to Spanish Association of Marfan syndrome by Rosa Arias.
3196;¿Cómo se puede diferenciar el Síndrome de Marfan del síndrome de Ehlers-Danlos?;How can you differentiate Marfan Syndrome Ehlers-Danlos syndrome?
3197;El equipo SIMA va hacer caso a este sabio consejo. Bssssssssss;The SIMA team will heed this wise advice. Bssssssssss
3198;Nuestra entrada de hoy;Our entry today
3199;José Antonio Martínez Asensio was added to Asociación española Síndrome de Marfan by Gloria Pino.;José Antonio Martínez Asensio was added to Spanish Association of Marfan syndrome by Gloria Pino.
3200;http://www.docv.gva.es/datos/2012/07/27/pdf/2012_7425.pdf;http://www.docv.gva.es/datos/2012/07/27/pdf/2012_7425.pdf
3201;" Citius altius marfan  Más rápido  más alto  más Marfan ;)";"Citius Altius Faster highest marfan more Marfan;)"
3202;;
3203;Ayudas paraa el domento de empleo de las personas con discapacidad.;Domento aid paraa the employment of people with disabilities.
3204;http://www.docv.gva.es/datos/2012/07/24/pdf/2012_7360.pdf;http://www.docv.gva.es/datos/2012/07/24/pdf/2012_7360.pdf
3205;;
3206;El equipo SIMA  comienza la semana con animo y a vuestra disposición y os recuerda que en agosto cerramos por vacaciones  os recordamos nuestro horario   de lunes a viernes es  de 10 a 14h. Feliz semana;The SIMA team starts the week with and encourage your disposal and you remember that close for holidays in August we remind our schedule is Monday to Friday from 10am to 14pm. Happy week
3207;hola vosotras que teneis esta enfermedad y la conoceis mejor que yo me podriais hablar o teneis alguien en el grupo con ehlers danlos vascular marfanoide mi hijo esta diagnosticado  y creo que mi hija y yo tenemos marfan ¿sabeis si es lo mismo sindrome de marfan y habito marfanoide? ¿enque se diferencian? gracias;hello you that you have this disease and better than I know me could speak or you have someone in the group with Ehlers vascular danlos Marfanoid my child is diagnosed and I think my daughter and I have marfan do you know if it's the same Marfan syndrome and habit marfanoid? what is the difference between them? -
3208;Nuestra entrada de hoy;Our entry today
3209;;
3210;El equipo SIMA os desea un;The SIMA team wishes you all a
3211;Igualmente me uno con la felicitación de Paqui. Mil gracias por todo el trabajo  y por cierto salimos guapos ehhh  abrazos con una horita menos...;I also one with Paqui greeting. Thank you for all the work and certainly handsome ehhh out hugs for an hour less ...
3212;Muchas gracias por el Boletín . Esta muy bien elaborado  como siempre . un abrazo.;Thank you very much for the Bulletin. This very well-crafted as ever. a hug.
3213;Buenas noches  quisiera hacer una pregunta en general  a mi marido ayer el oculista le diagnostico una pequeña hemorragia en la retina y el jueves le harán un tratamiento  que consiste en inyectarle un medicamento en el ojo  alguien sabe algo d esto????;Good evening I would like to ask a question in general my husband was diagnosed yesterday the eye doctor a small hemorrhage in the retina and Thursday will make you a treatment that involves injecting a drug into the eye that someone knows something d ????
3214;Gracias por aceptarme en su grupo;Thank you for accepting me in your group
3215;Como sabéis  las personas con discapacidad menores de 18 años con un grado de minusvalía reconocido igual o superior al 33% y los mayores de edad con un grado de minusvalía reconocido igual o superior al 65% (es lo que establece la ley 11/2003  sobre el Estatuto de las Personas con discapacidad) ESTÁN EXENTOS de pagar las recetas médicas (incluidas en estas los medicamentos  sondas y pañales).         Posiblemente  a la mayoría de vosotros os sale en las recetas médicas que debéis pagar el 10%. Para saber esto  hay que ir al centro de salud y decir que vosotros o vuestros hijos tenéis discapacidad y queréis saber si en vuestro SIP consta esta información  o aparecéis como pensionistas  cosa que no debe ser.         Si alguno de vosotros o de vuestros hijos  cumple los requisitos de discapacidad del primer párrafo  y sin embargo en vuestras recetas figura un código erróneo (es decir  que sois pensionistas y por tanto debéis pagar el 10%)  habéis de seguir los siguientes pasos para modificar esto y no pagar nada (podéis hacerlo al mismo tiempo que vayáis a preguntar  llevando todo lo necesario):          1. Ir al centro de salud que corresponda para preguntar si están bien vuestros datos y  si no es así  solicitar que se modifique la acreditación del SIP a discapacitado.          2. Cumplimentar el impreso que se adjunta  con dos copias  una para entregarla y otra para que nos la cuñen acreditando que hemos entregado la solicitud.         3. Llevar el certificado de discapacidad donde figure el grado que posee  la tarjeta SIP y el DNI  (original y copia). En el caso de los menores de edad también copia del libro de familia.          Si a alguno  se os ha cobrado algo estos días  pueden solicitar un reintegro de gastos  cumplimentado un impreso que para tal efecto se ha de pedir también en el centro de salud  adjuntando copia de los ticket de la oficina de farmacia.          En el caso de los pensionistas: si a un usuario pensionista le corresponde abonar un 10% hasta un tope de 8€  pero como la cantidad limite mensual está establecida en 30 €  la Conselleria de Sanitat abonara de oficio (directamente) esa diferencia de 22 €  de forma trimestral al usuario  ingresando el dinero en la cuenta en la que tenga domiciliada la pensión.          Para cualquier duda no dudéis en preguntar o llamarnos  os envió un cordial saludo;As you know people with disabilities under 18 years with a recognized degree of disability equal to or greater than 33% and those over age with a recognized degree of disability equal to or greater than 65% (that is what establishes the Law 11/2003 on the Status of Persons with disabilities) are exempt from paying prescriptions (drugs included in these probes and diapers).         Perhaps most of you out in the prescriptions you must pay 10%. To know this must go to the health center and say that you or your children have disabilities and want to know if your SIP contains this information or you appear as pensioners which should not be.         If any of you or your children meets the requirements of the first paragraph disability and yet in your recipes contained a wrong code (ie they are pensioners and therefore must pay 10%) have to follow the following steps to change this and pay nothing (you can do while you go to ask bringing everything necessary): 1. Go to the health center appropriate to ask if your data well and if it does not request the accreditation of the SIP to amend disabled.          2 Fill in the form attached with two copies one for and one to deliver us Cunén stating that we have delivered the application.         {3. Bring the disability certificate, including the degree where it has the SIP and identity card (original and copy) card. In the case of minors also copies of the family book.          If you have been charged anything to anyone these days can apply for a reimbursement of expenses filled out a form for this purpose it is also to ask at the health center attaching a copy of the ticket from the pharmacy.          In the case of pensioners: if a pensioner user needs to credit 10% up to a maximum of 8 € but as the amount limit monthly is set to 30 € the Health Department paid ex officio (directly) that difference of 22 € quarterly to the user entering money into the account having domiciled the pension.          For any questions do not hesitate to ask or call sent you a cordial greeting
3216;Hoy recibi el boletin de SIMA.Como siempre agradeceros a todo el equipo el gran trabajo que haceis y como no daros las gracias por la  sorpresita tan agradable que me encontre!!GRACIAS DE CORAZON!!;Today I received the newsletter SIMA.Como always thank the whole team the great work they do and as thank you for the surprise that I found so nice !!THANKS FROM MY HEART!!
3217;SIMA sobrevive una semana mas a la crisis y estamos a vuestra disposición para lo que necesitéis. Un saludo en nombre de todo el equipo;SIMA survives another week to the crisis and are at your disposal for whatever you need. Greetings on behalf of the entire team
3218;Nuestra entrada de hoy;Our entry today
3219;El equipo SIMA os desea un cariñoso fin de semana  ¡nos vemos el lunes!;The SIMA team wishes you a loving weekend See you on Monday!
3220;El equipo SIMA  esta a vuestra disposición como cada semana en el 965 111 102 de 10 a 14 h. Si lo prefieres puedes hacer tu pregunta desde nuestra Web. Saludos.;The SIMA team is at your disposal as every week on 965 111 102 10 to 14 h. If you prefer, you can ask your question from our website. Regards
